Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,910,Qualitative Research In Practice: Stories From The Field.,"Darlington, Yvonne",RVUN22LB0314,School of Liberal Arts and Sciences,Qualitative research,,2002,362.072 DAR,Open university press,,9.78034E+12,2964,03/17/2022 0:00,Amazon,208
Books,828,Community Psychology,"Scott, Victoria Chien",RVUN22LB0232,School of Liberal Arts and Sciences,Psychology,1st Ed,2014,362.22 SCO,Sage,,9.78145E+12,7801,04/25/2022 0:00,Sri Book World,520
Books,607,Community Psychology,"Sibnath, Deb.",RVUN22LB0011,School of Liberal Arts and Sciences,Psychology,1,2020,362.220954 SIB,Sage,,9.78935E+12,595,04/17/2022 0:00,SK Publisher and Distributors,371
Books,629,A Functioning Anarchy -,"Guha, Ramachandra",RVUN22LB0033,School of Liberal Arts and Sciences,History,1,2021,363.700954 GUH,Penguin,,9.78067E+12,699,03/17/2022 0:00,SK Publisher and Distributors,367
Books,692,Nutmegs Curse : Parables For A Planet In Crisis,"Ghosh, Amitav.",RVUN22LB0096,School of Liberal Arts and Sciences,Non fiction,1,2021,363.73874 GHO,Allen lane,,9.78067E+12,599,04/18/2022 0:00,Sapna book house,339
Books,775,Fluid : The Approach Applied By Geniuses Over Centuries,"Jaiswal, Ashish.",RVUN22LB0179,School of Liberal Arts and Sciences,Non fiction,1,2019,370 JAI,Wisdom tree,,978-8183285278,345,04/18/2022 0:00,Sapna book house,256
Books,555,God Save The Hon'Ble Supreme,"Nariman, Fali S.",RVUN21LB0675,School of Liberal Arts and Sciences,Education,,2021,370.092 NAR,Hay house,,978-9391067362,499,03/29/2022 0:00,Book Paradise,304
Books,616,Advanced Educational Psychology,"Kuppuswamy, B.",RVUN22LB0020,School of Liberal Arts and Sciences,Psychology,1,2004,370.15 KUP,Sterling,,9.78812E+12,225,04/17/2022 0:00,SK Publisher and Distributors,511
Books,611,Essentials Of Educational Psychology,"Mangal, S K",RVUN22LB0015,School of Liberal Arts and Sciences,Psychology,1,2007,370.15 MAN,Phi Learning,,9.78812E+12,575,04/17/2022 0:00,SK Publisher and Distributors,726
Books,836,Educational Psychology,Anita Woolfolk,RVUN22LB0240,School of Liberal Arts and Sciences,Psychology,14th ed,2019,370.15 WOO,Pearson,,978-9353436384,730,04/25/2022 0:00,Sri book world,820
Books,797,Crisis Within,"Devy, G. N.",RVUN22LB0201,School of Liberal Arts and Sciences,Education,1,2017,370.954 DEV,Rupa Publications,,978-9383064106,399,04/18/2022 0:00,Sapna book house,130
Books,889,Total Quality Management In Education,"Mukhopadhyay, Marmar.",RVUN22LB0293,School of Liberal Arts and Sciences,Education,3rd Ed,2020,371.2 MUK,Sage,,9.78935E+12,1095,04/25/2022 0:00,Sri Book World,292
Books,812,Assessment For Learning,"Gandhi, Haneet",RVUN22LB0216,School of Liberal Arts and Sciences,Education,,2021,371.26 GAN,Pearson,,978-9354493980,429,04/25/2022 0:00,Sri Book World,336
Books,409,Teaching Design And Technology 3-11,"Newton, Douglas P",RVUN21LB0409,School of Design and Innovations,Science and technology,1st Ed,2009,372.3580440941 NEW,Paul Chapman,,978-1412901611,3560.63,01/17/2022 0:00,Page - 3,184
Books,811,Education In India Vol-3,"Tilak, Jayandhala B G.",RVUN22LB0215,School of Liberal Arts and Sciences,Education,1st Ed,2021,372.954 TIL,Sage,,9.78935E+12,1350,04/25/2022 0:00,Sri Book World,398
Books,707,Tuesdays With Morrie : An Old Man A Young Man And Lifes Greatest Lesson,"Albom, Mitch.",RVUN22LB0111,School of Liberal Arts and Sciences,Non fiction,1,2017,378.12092 ALB,Doubleday,,978-0751527377,224.25,04/18/2022 0:00,Sapna book house,210
Books,856,Trends And Issues In Doctoral Education,"Yudkevich, Maria.",RVUN22LB0260,School of Liberal Arts and Sciences,Education,1st Ed,2020,378.155 YUD,Sage,,9.78935E+12,1545,04/25/2022 0:00,Sri Book World,548
Books,871,Building Research Universities In India,"Jalote,  Pankaj.",RVUN22LB0275,School of Liberal Arts and Sciences,Education,1st Ed,2020,378.54 JAL,Sage,,9.78935E+12,1495,04/25/2022 0:00,Sri Book World,448
Books,816,"Ideology, Conflict And State Control In Higher Education: A Sociological Analysis","Panigrahi, Sushree.",RVUN22LB0220,School of Liberal Arts and Sciences,Education,1st Ed,2021,378.54 PAN,Sage,,9.78935E+12,1395,04/25/2022 0:00,Sri Book World,324
Books,675,The India Way,"Jaishankar, S.",RVUN22LB0079,School of Liberal Arts and Sciences,Commerce and communications,1,2020,380.1456841 JAI,Harper,,9.78935E+12,699,03/17/2022 0:00,SK Publisher and Distributors,226
Books,119,A Frayed History: The Journey Of Cotton In India,Meena Menon,RVUN21LB0119,School of Liberal Arts and Sciences,Commerce and communications,1st Ed,2017,381.413510954 MEE,Oxford University Press,New Delhi,9.7802E+12,750,10/25/2021 0:00,Book Paradise,383
Books,120,A Frayed History: The Journey Of Cotton In India,Meena Menon,RVUN21LB0120,School of Liberal Arts and Sciences,Commerce and communications,1st Ed,2017,381.413510954 MEE,Oxford University Press,New Delhi,9.7802E+12,750,10/25/2021 0:00,Book Paradise,383
Books,23,International Trade: Theory And Policy,"Krugman, Paul R.",RVUN21LB0023,School of Economics,Commerce and communications,10th Ed,2017,382 KRU,Pearson,Noida,978-9332585768,489,10/29/2021 0:00,Book Paradise,368
Books,24,International Trade: Theory And Policy,"Krugman, Paul R.",RVUN21LB0024,School of Economics,Commerce and communications,10th Ed,2017,382 KRU,Pearson,Noida,978-9332585768,489,10/29/2021 0:00,Book Paradise,368
Books,869,Competitive Advantage,"Porter,  Michael.",RVUN22LB0273,School of Liberal Arts and Sciences,International commerce,1st Ed,2004,382.1042 POR,Focal Press,,9.78074E+12,899,04/25/2022 0:00,Sri Book World,576
Books,638,Myth & Reality,"Kosambi, D. D",RVUN22LB0042,School of Liberal Arts and Sciences,Social science,1,2016,398.20954 KOS,Sage,,9.78939E+12,295,03/17/2022 0:00,SK Publisher and Distributors,160
Books,148,Shikhandi: And Other Queer Tales They Don't Tell You,"Pattanaik, Devdutt .",RVUN21LB0148,School of Liberal Arts and Sciences,"Customs, etiquette and folklore",1st Ed,2014,398.20954 PAT,Penguin,Gurugram,978-9383074846,299,10/25/2021 0:00,Book Paradise,179
Books,149,Shikhandi: And Other Queer Tales They Don't Tell You,"Pattanaik, Devdutt .",RVUN21LB0149,School of Liberal Arts and Sciences,"Customs, etiquette and folklore",1st Ed,2014,398.20954 PAT,Penguin,Gurugram,978-9383074846,299,10/25/2021 0:00,Book Paradise,179
Books,660,Brahmi Script,"Goyal, S.R.",RVUN22LB0064,School of Liberal Arts and Sciences,Languages,1,2014,411.0954 GOY,Kbw,,,600,03/17/2022 0:00,,
Books,366,Macmillan Visual Dictionary,Corbeil,RVUN21LB0366,School of Design and Innovations,Dictionary,,1995,413 COR,Macmillan,,978-0028608105,3188.63,10/2/22 0:00,Page - 3,862
Books,97,"Wanderers, Kings, Merchants: The Story Of India Through Its Languages","Peggy, Mohan",RVUN21LB0097,School of Liberal Arts and Sciences,Languages,,2021,491.1 PEG,Penguin,Gurugram,978-0670093687,599,10/25/2021 0:00,Book Paradise,341
Books,116,"Nature In The City: Bengaluru In The Past, Present, And Future","Nagendra, Harini .",RVUN21LB0116,School of Liberal Arts and Sciences,Natural sciences,1st Ed,2016,508.95487 HAR,Oxford University Press,New Delhi,978-0199465927,450,10/25/2021 0:00,Book Paradise,224
Books,117,"Nature In The City: Bengaluru In The Past, Present, And Future","Nagendra, Harini .",RVUN21LB0117,School of Liberal Arts and Sciences,Natural sciences,1st Ed,2016,508.95487 HAR,Oxford University Press,New Delhi,978-0199465927,450,10/25/2021 0:00,Book Paradise,224
Books,793,Wings Of Fire,"Abdul Kalam, A. P. J.",RVUN22LB0197,School of Liberal Arts and Sciences,Biography,1,2015,509.2 ABD,Universities press (india) limited,,978-8173711466,450,04/18/2022 0:00,Sapna book house,180
Books,1020,Whole Number And Half Truths : What Data Canand Cannot Tell Us About Modern India,"Rukmini, S.",RVUN22LB0424,School of Liberal Arts and Sciences,Economic history,,2021,510 RUK,Context,,9.78939E+12,779,03/17/2022 0:00,Amazon,326
Books,1021,Whole Number And Half Truths : What Data Canand Cannot Tell Us About Modern India,"Rukmini, S.",RVUN22LB0425,School of Liberal Arts and Sciences,Economic history,,2021,510 RUK,Context,,9.78939E+12,779,03/17/2022 0:00,Amazon,326
Books,720,Elementary Mathematics In Economics,"Mehta, B. C.",RVUN22LB0124,School of Liberal Arts and Sciences,Statistics,8,2021,510.24339 MEH,Lakshmi narain agarwal,,9.78939E+12,175,04/18/2022 0:00,Sapna book house,
Books,845,An Introduction To Statistics,"Carlson, Kieth A.",RVUN22LB0249,School of Liberal Arts and Sciences,Statistical mathematics,3rd Ed,2021,519.5 CAR,Sage,,9.78154E+12,7800,05/14/2022 0:00,Sri book world,484
Books,541,How To Read Numbers,"Chivers, Tom",RVUN21LB0661,School of Liberal Arts and Sciences,Statistical methematics,,2021,519.5 CHI,Hachette,,978-1474619967,699,03/29/2022 0:00,Book Paradise,200
Books,587,How To Make The World Add Up,"Harford, Tim.",RVUN21LB0707,School of Liberal Arts and Sciences,Statistics,1st Ed,2020,519.5 HAR,Hachette,,97803-49143866,599,03/29/2022 0:00,Book Paradise,352
Books,881,Statistics For Management,"Richard, Levin I.",RVUN22LB0285,School of Business,Statistical Mathematics,8th Ed,2017,519.5 LEV,Pearson,,9.78933E+12,799,04/25/2022 0:00,Sri Book World,1000
Books,721,Fundamentals Of Modern Statistical Methods,"Wilcox, Rand R.",RVUN22LB0125,School of Liberal Arts and Sciences,Applied mathematics,1,2010,519.5 WIL,Springer verlag,,978-1441955241,3988.41,04/18/2022 0:00,Sapna book house,249
Books,883,Statistics For Business Decision Making And Analysis,"Stine, Robert A.",RVUN22LB0287,School of Business,Statistical mathematics,3rd Ed,2020,519.502465 STI,Pearson,,9.78935E+12,895,04/25/2022 0:00,Sri Book World,912
Books,787,Brief History Of Time,"Hawking, Stephen.",RVUN22LB0191,School of Liberal Arts and Sciences,Non fiction,1,2016,523.1 HAW,Bantam books (rh uk),,978-0553380163,399,04/17/2022 0:00,Sapna book house,223
Books,807,A Brief History Of Time,"Hawking, Stephen.",RVUN22LB0211,School of Liberal Arts and Sciences,Non fiction,,1995,523.1 HAW,Other,,9.78055E+12,399,04/25/2022 0:00,Sri Book World,220
Books,801,The Origin Of Species,"Orwell, George.",RVUN22LB0205,School of Liberal Arts and Sciences,Non fiction,,2017,575.0162 ORW,Finger print,,9.78817E+12,250,04/24/2022 0:00,Sri Book World,500
Books,925,The Blind Watchmaker,"Dawkins, Richard",RVUN22LB0329,School of Liberal Arts and Sciences,Social change,,2006,576.82 DAW,Penguin,,9.78014E+12,400,03/17/2022 0:00,Amazon,466
Books,819,Origins How The Earth Shaped Human History,"Dartnell, Lewis.",RVUN22LB0223,School of Liberal Arts and Sciences,Human evolution,,2020,599.938 DAR,Vintage,,9.78178E+12,599,04/25/2022 0:00,Sri Book World,346
Books,601,The Body,"Bryson, Bill.",RVUN22LB0005,School of Liberal Arts and Sciences,Non fiction,1,2020,612 BRY,Westland,,9.78086E+12,999,04/17/2022 0:00,SK Publisher and Distributors,454
Books,710,Breath,"Nestor, James.",RVUN22LB0114,School of Liberal Arts and Sciences,Non fiction,1,2020,613.192 NES,Penguin,,978-0735213616,599,04/18/2022 0:00,Sapna book house,280
Books,112,Spillover ? Animal Infections And The Next Human Pandemic,"Quammen, David .",RVUN21LB0112,School of Liberal Arts and Sciences,Medical sciences,,2013,614.43 QUA,W.W. Norton,London,978-0393346619,599,10/25/2021 0:00,Book Paradise,591
Books,113,Spillover ? Animal Infections And The Next Human Pandemic,"Quammen, David .",RVUN21LB0113,School of Liberal Arts and Sciences,Medical sciences,,2013,614.43 QUA,W.W. Norton,,978-0393346619,599,10/25/2021 0:00,Book Paradise,591
Books,592,How To Change Your Mind The New Science Of Psychedelics,"Pollan, Michael.",RVUN21LB0712,School of Liberal Arts and Sciences,Non fiction,,2018,615.7883 POL,Penguin,,9780141-985138,599,03/29/2022 0:00,Book Paradise,480
Books,848,The Gene An Intimate History,"Mukherjee, Siddhartha",RVUN22LB0252,School of Liberal Arts and Sciences,Non fiction,,2017,616.042 MUK,Penguin,,9.78014E+12,499,04/25/2022 0:00,Sri book world,608
Books,114,Covid-19: Separating Fact From Fiction,"Mahapatra, Anirban .",RVUN21LB0114,School of Liberal Arts and Sciences,Medical sciences,,2021,616.2414 MAH,Viking,Gurgaon,9.78067E+12,599,10/25/2021 0:00,Book Paradise,250
Books,115,Covid-19: Separating Fact From Fiction,"Mahapatra, Anirban .",RVUN21LB0115,School of Liberal Arts and Sciences,Medical sciences,,2021,616.2414 MAH,Viking,Gurgaon,978-0670094370,599,10/25/2021 0:00,Book Paradise,250
Books,704,Anthropologist On Mars,"Sacks, Oliver W",RVUN22LB0108,School of Liberal Arts and Sciences,Non fiction,1,2012,616.8 OLI,Picador,,978-0679756972,499,04/18/2022 0:00,Sapna book house,327
Books,134,The Man Who Mistook His Wife For A Hat,"Sacks, Oliver W",RVUN21LB0134,School of Liberal Arts and Sciences,Medical sciences,1st Ed,2015,616.8 SAC,Picador,London,9.78145E+12,550,10/25/2021 0:00,Book Paradise,261
Books,700,Man Who Mistook His Wife For A Hat,"Sacks, Oliver.",RVUN22LB0104,School of Liberal Arts and Sciences,Non fiction,1,2015,616.8 SAC,Picador,,978-1447275404,499,04/18/2022 0:00,Sapna book house,261
Books,702,Awakenings,"Sacks, Oliver.",RVUN22LB0106,School of Liberal Arts and Sciences,Non fiction,1,2012,616.832 SAC,Picador,,978-0375704055,499,04/18/2022 0:00,Sapna book house,464
Books,701,Minds Eye,"Sacks, Oliver.",RVUN22LB0105,School of Liberal Arts and Sciences,Non fiction,1,2010,616.855 SAC,Picador,,978-0330508902,499,04/18/2022 0:00,Sapna book house,272
Books,703,Hallucinations,"Sacks, Oliver.",RVUN22LB0107,School of Liberal Arts and Sciences,Non fiction,1,2012,616.89 SAC,Picador,,978-0307947437,499,04/18/2022 0:00,Sapna book house,481
Books,508,Transmaterial Next,"Brownell, Blaine.",RVUN21LB0628,School of Design and Innovations,Other,1st Ed,2017,620.11 BRO,Princeton Architectural Press,,978-1616895600,2361,03/28/2022 0:00,Page - 3,288
Books,858,Renewable Energy In India,"Deo, Pramod",RVUN22LB0262,School of Liberal Arts and Sciences,Applied physics,1st Ed,2021,621.0420954 DEO,Sage,,9.78935E+12,1095,04/25/2022 0:00,Sri Book World,260
Books,589,I Too Had A Dream,"Kurien, Verghese",RVUN21LB0709,School of Liberal Arts and Sciences,Short stories,,2021,636.2142092 KUR,Lotus,,978-8174364074,395,03/29/2022 0:00,Book Paradise,249
Books,562,Die Empty Unleash Your Best Work Everyday,"Henry, Todd.",RVUN21LB0682,School of Liberal Arts and Sciences,Personnel success in business,,2015,650.1  HEN,Penguin,,978-0593419045,499,03/29/2022 0:00,,229
Books,563,Die Empty Unleash Your Best Work Everyday,"Henry, Todd.",RVUN21LB0683,School of Liberal Arts and Sciences,Personnel success in business,,2015,650.1  HEN,Penguin,,978-0593419045,499,03/29/2022 0:00,Book Paradise,229
Books,560,The One Thing,"Keller, Gary.",RVUN21LB0680,School of Liberal Arts and Sciences,Personnel success in business,1st Ed,2013,650.1 KEL,John Murray Learning,,978-1848549609,399,03/29/2022 0:00,Book Paradise,256
Books,561,The One Thing,"Keller, Gary.",RVUN21LB0681,School of Liberal Arts and Sciences,Personnel success in business,1st Ed,2013,650.1 KEL,John Murray Learning,,978-1848549609,399,03/29/2022 0:00,Book Paradise,256
Books,862,Strategic Brilliance From Concepts To Reality,"Walia, Chetan.",RVUN22LB0266,School of Business,Management,,2021,650.1 WAL,Sage,,9.78935E+12,495,04/25/2022 0:00,Sri Book World,268
Books,760,Master Your Mind,"Murphy, Joseph.",RVUN22LB0164,School of Liberal Arts and Sciences,Self help,1,2021,650.1019 MUR,G & d media,,978-1722500900,250,04/18/2022 0:00,Sapna book house,160
Books,598,Time Smart,"Whillans, Ashley",RVUN22LB0002,School of Liberal Arts and Sciences,Self help,1,2020,650.11 WHI,Harvard,,9.78163E+12,999,04/17/2022 0:00,,184
Books,224,Financial Accounting,"Libby, Robert.",RVUN21LB0224,School of Business,Accounting,9th Ed,2019,657 LIB,McGraw-Hill,Chennai,9.78935E+12,895,10/28/2021 0:00,Book Paradise,703
Books,225,Financial Accounting,"Libby, Robert.",RVUN21LB0225,School of Business,Accounting,9th Ed,2019,657 LIB,McGraw-Hill,Chennai,9.78935E+12,895,10/28/2021 0:00,Book Paradise,703
Books,194,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0194,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,195,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0195,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,196,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0196,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,197,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0197,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,198,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0198,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,199,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0199,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,200,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0200,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,201,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0201,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,202,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0202,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,203,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0203,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,204,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0204,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,205,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0205,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,206,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0206,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,207,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0207,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,208,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0208,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,209,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0209,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,210,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0210,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,211,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0211,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
Books,212,Financial Accounting-A Managerial Perspective,"Narayanaswamy, N.",RVUN21LB0212,School of Business,Accounting,6th Ed,2014,657 NAR,Phi Learning,Delhi,9.78812E+12,695,10/28/2021 0:00,Book Paradise,594
